zly
id,lyn,nas,ty1,ty2,leng,area,ly,pro1,sss1,ssx1,xz1,cun1,pro2,sss2,ssx2,xz2,cun2,detail,pic,jst,remark,update_time
20658,GAC4D000000L,桐溪,1,2,37,259,GAC00000000L,安徽省,,歙县,金川乡,五星村,浙江省,,淳安县,威坪镇,杜川村,七都溪,,,,21/12/2021 15:14:30
20659,FHCJL000000P,八字港,1,-1,10,0,,浙江省,,嘉兴秀洲区,洪合镇,良三村,浙江省,,嘉兴秀洲区,新塍镇,洛东村,,,,,21/12/2021 15:14:30
20660,GC2114C0000S,桐丽河,1,0,15,54.3,,,,,,,,,,,,,,,,21/12/2021 15:14:30
20661,GC2BBC00000P,小浃江,1,-1,24,0,,浙江省,,宁波鄞州区,五乡镇,仁久村,浙江省,,宁波北仑区,小港街道,甬江水域,,,,,21/12/2021 15:14:30
20662,GACFC000000R,枫林港,1,3,69,520,GACF0000000R,浙江省,,淳安县,枫树岭镇,大源村,浙江省,,淳安县,梓桐镇,千岛湖87,,,,,21/12/2021 15:14:30
20663,FHCHB000000P,备塘河,1,-1,7.4,0,,浙江省,,杭州江干区,笕桥镇,水墩村,浙江省,,杭州江干区,丁桥镇,大塘社区,,,,,21/12/2021 15:14:30
20664,GBCAA000000L,石磨下坑,1,3,18,91.1,GBCA0000000R,,,,,,,,,,,,,,,21/12/2021 15:14:30
20665,GAABA000000R,大柘溪,1,3,18,92.9,GAAB0000000R,,,,,,,,,,,,,,,21/12/2021 15:14:30
20666,GC2BCEB0000P,庄桥大河,1,-1,8.5,0,,浙江省,,宁波镇海区,九龙湖镇,长石村,浙江省,,宁波江北区,庄桥街道,李家村李溪渡翻水站,,,,,21/12/2021 15:14:30
20667,GA5BA000000L,大小姑源,1,2,17,58.4,GA5B0000000R,,,,,,,,,,,,,,,21/12/2021 15:14:30
20668,FHCCD000000P,含山塘,1,-1,13,0,,浙江省,,湖州南浔区,善琏镇,和平村,浙江省,,湖州南浔区,双林镇/练市镇,显洪村,,,,,21/12/2021 15:14:30
20669,GA6AL000000P,沿塘河,1,-1,4.9,0,,浙江省,,杭州萧山区,南阳街道,龙虎村,浙江省,,杭州萧山区,,大治河排涝闸,,,,,21/12/2021 15:14:30
20670,FHCB1C00000P,茜泾塘,1,-1,6.9,0,,浙江省,,嘉善县,干窑镇,范东村,浙江省,,嘉善县,魏塘街道,网埭港村,,,,,21/12/2021 15:14:30
20671,GAFCA000000L,三十六渡坑,1,3,14,61.1,GAFC0000000R,,,,,,,,,,,黄坛江，小鳌坑（天台县境内）,,,,21/12/2021 15:14:30
20672,FHCE0000000P,西塘河,1,-1,17,0,,浙江省,,杭州拱墅区,小河街道,小河街道,浙江省,,杭州余杭区,仁和镇,奉口村,,,,,21/12/2021 15:14:30
20673,GADD0000000R,后溪,1,2,41,265,GAD00000000L,浙江省,,临安市,湍口镇,洪岭村,浙江省,,桐庐县,分水镇,富源村,青坑溪,,,,21/12/2021 15:14:30
20674,GB15A000000R,林垟溪,1,1,20,113,GB000000000S,浙江省,,龙泉市,龙南乡,岱根村,浙江省,,龙泉市,石达石乡,上坞村,,,,,21/12/2021 15:14:30
20675,FHCF0000000P,余杭塘河,1,-1,22,0,,浙江省,,杭州余杭区,余杭镇,余杭镇村,浙江省,,杭州拱墅区,拱宸桥街道,拱宸桥街道,,,,,21/12/2021 15:14:30
20676,GC1B2A00000R,莒江溪,1,1,25,176,GC1B0000000S,浙江省,,文成县,珊溪镇,桂山乡新兴村,浙江省,,泰顺县,百丈镇,莒云村,,,,,21/12/2021 15:14:30
20677,GA6AMF00000P,小砾山输水河,1,-1,13,0,,浙江省,,杭州萧山区,闻堰镇,三江口村,浙江省,,杭州萧山区,北干街道,荣星村,,,,,21/12/2021 15:14:30
20678,GC226B00000S,大嵩江,1,0,33,219,,浙江省,,宁波鄞州区,横溪镇,梅福村,浙江省,,宁波鄞州区,瞻岐镇,红卫盐场,,,,,21/12/2021 15:14:30
20679,GA6AGG00000P,二十二工段河,1,-1,4.8,0,,浙江省,,杭州萧山区,,十四工段,浙江省,,杭州萧山区,,东江闸,,,,,21/12/2021 15:14:30
20680,FHCS1A00000P,东环河,1,-1,6.7,0,,,,,,,,,,,,,,,,21/12/2021 15:14:30
20681,FHB1A2A1A00P,泥桥港,1,-1,16,0,,,,,,,,,,,,,,,,21/12/2021 15:14:30
20682,GA6AKF00000P,六工段直河,1,-1,6.9,0,,浙江省,,杭州萧山区,义蓬街道,义蓬村,浙江省,,杭州萧山区,河庄街道,六工段排涝闸,,,,,21/12/2021 15:14:30
20683,GA1CD000000R,长台溪,1,2,35,253,GA1C0000000R,浙江省,,江山市,张村乡,毛长甫村,浙江省,,江山市,清湖镇,乐意村,嵩溪（江山市清湖镇航山根以上）,,,,21/12/2021 15:14:30
20684,GAB2D000000R,孝顺溪,1,2,22,117,GAB00000000R,浙江省,,金华金东区,源东乡,东叶村,浙江省,,金华金东区,孝顺镇,下范,,,,,21/12/2021 15:14:30
20685,FHB1A2AC000P,吕山塘,1,-1,20,0,,浙江省,,长兴县,雉城镇,杨湾村,浙江省,,湖州吴兴区,杨家埠镇,石水桥村,长湖申线,,,,21/12/2021 15:14:30
20686,FHCS0000000P,平湖塘,1,-1,27,0,,浙江省,,嘉兴南湖区,东栅街道,南湖街道,浙江省,,平湖市,当湖街道,南市东村,,,,,21/12/2021 15:14:30
20687,GC21AAA0000P,金清港,1,-1,54,0,,浙江省,,温岭市,大溪镇,平山村,浙江省,,台州路桥区,金清镇,白沙村,金清大港(温岭市境内),,,,21/12/2021 15:14:30
20688,GBD3B000000L,花坦溪,1,2,31,91.8,GBD00000000L,,,,,,,,,,,,,,,21/12/2021 15:14:30
20689,GA6AGE00000P,十四工段横河,1,-1,3.9,0,,浙江省,,杭州萧山区,党山镇,十四工段,浙江省,,杭州萧山区,,绍兴界,,,,,21/12/2021 15:14:30
20690,GBAA0000000L,濂溪,1,2,35,188,GBA00000000L,浙江省,,遂昌县,云峰镇,同心村,浙江省,,遂昌县,妙高镇,庄山村,,,,,21/12/2021 15:14:30
20691,FHCT1B00000P,吕冢港,1,-1,11,0,,,,,,,,,,,,,,,,21/12/2021 15:14:30
20692,GAB2B000000R,铜溪,1,2,27,61,GAB00000000R,,,,,,,,,,,,,,,21/12/2021 15:14:30
20693,GABBC000000L,熟溪,1,3,51,356,GABB0000000L,浙江省,,武义县,桃溪镇,反背林场,浙江省,,武义县,白洋街道,程王处,,,,,21/12/2021 15:14:30
20694,GAFE0000000R,黄泽江,1,2,62,621,GAF00000000R,浙江省,,新昌县,沙溪镇,上蔡岙村,浙江省,,嵊州市,剡湖街道,剡湖街道,合溪（竹岸汇合断面以上）,,,,21/12/2021 15:14:30
20695,F8B1BBA0000R,流洞河,1,3,44,359,F8B1BB00000R,浙江省,,长兴县,白岘乡,三洲山村,安徽省,,广德县,桃州镇,和平村,,,,,21/12/2021 15:14:30
20696,GC221B00000S,洞港,1,0,21,106,,浙江省,,临海市,小芝镇,三保村,浙江省,,三门县,泗淋乡,下山村,,,,,21/12/2021 15:14:30
20697,GB4B0000000L,贵岙源,1,1,20,91.7,GB000000000S,,,,,,,,,,,,,,,21/12/2021 15:14:30
20698,GC2B13A0000L,新塘河,1,1,28,129,GC2B0000000S,浙江省,,宁波鄞州区,横街镇,凤凰村,浙江省,,宁波鄞州区,石碶街道,石矸村,,,,,21/12/2021 15:14:30
20699,FHCD1C00000P,漾溪港,1,-1,11,0,,,,,,,,,,,,,,,,21/12/2021 15:14:30
20700,GA6ACB00000P,鉴湖,1,-1,20,0,,浙江省,,绍兴县,湖塘街道,宾舍村,浙江省,,绍兴越城区,府山街道,府山村,,,,,21/12/2021 15:14:30
20701,FHCJ0000000Y,杭州塘,1,-1,69,0,,浙江省,,杭州余杭区,塘栖镇,塘栖村,浙江省,,嘉兴南湖区,新兴街道,新兴街道,,,,,21/12/2021 15:14:30
20702,GB2AD000000L,小溪,1,2,23,98.9,GB2A0000000L,,,,,,,,,,,老竹溪,,,,21/12/2021 15:14:30
20703,FHCGB000000P,五常港,1,-1,5.8,0,,浙江省,,杭州余杭区,五常街道,友谊村,浙江省,,杭州西湖区,三墩镇,三墩镇,,,,,21/12/2021 15:14:30
20704,GC2BCCC0000P,长泠江,1,-1,13,0,,浙江省,,余姚市,低塘街道,历山村,浙江省,,余姚市,马渚镇,马渚村,,,,,21/12/2021 15:14:30
20705,GAB1BA00000R,乌竹溪,1,3,16,51.8,GAB1B000000R,,,,,,,,,,,,,,,21/12/2021 15:14:30
20706,GE24E000000S,水北溪,1,0,52,418,,浙江省,,泰顺县,柳峰乡,柳峰乡墩头村,福建省,,福鼎市,桐城街道,董江村,会甲溪，彭溪（金沙溪汇合断面以上）、桐山溪（库口溪汇合断面以下）,,,,21/12/2021 15:14:30
20707,GC2A1D00000R,十三都坑,1,1,43,227,GC2A0000000S,浙江省,,仙居县,淡竹乡,龙潭头村,浙江省,,仙居县,白塔镇,茶溪村,,,,,21/12/2021 15:14:30
20708,GB52B0GC100K,柳屿河,1,-1,11,0,,,,,,,,,,,,,,,,21/12/2021 15:14:30
20709,GAE7A000000R,进化溪,1,2,14,58.7,GAE00000000R,,,,,,,,,,,,,,,21/12/2021 15:14:30
20710,FHCBA000000P,罗溇港,1,-1,12,0,,浙江省,,湖州吴兴区,八里店镇,东桥村,浙江省,,湖州吴兴区,八里店镇,升山村,,,,,21/12/2021 15:14:30
20711,GA6AKD00000P,党湾抢险河,1,-1,16,0,,浙江省,,杭州萧山区,益农镇,益农村,浙江省,,杭州萧山区,新湾街道,新北桥社区,,,,,21/12/2021 15:14:30
20712,GAB2AA00000R,剡溪,1,3,16,63.4,GAB2A000000L,,,,,,,,,,,,,,,21/12/2021 15:14:30
20713,GC2B1AA0000R,东江,1,2,40,169,GC2B1A00000R,浙江省,,奉化市,尚田镇,西岙村(山登),浙江省,,宁波鄞州区,姜山镇,东西郑村,,,,,21/12/2021 15:14:30
20714,GC2ADC00000R,上垟溪,1,2,20,118,GC2AD000000R,浙江省,,台州黄岩区,上垟乡,下堂山村,浙江省,,台州黄岩区,北洋镇,长潭水库,,,,,21/12/2021 15:14:30
20715,GBDA0000000L,岩坦溪,1,2,43,267,GBD00000000L,浙江省,,台州黄岩区,上郑乡,大寺基林场,浙江省,,永嘉县,岩坦镇,上宅岸村,,,,,21/12/2021 15:14:30
20716,GA12A000000R,龙山溪,1,1,46,333,GA000000000S,江西省,,玉山县,三清乡,马岭底村,浙江省,,开化县,华埠镇,华锋村,,,,,21/12/2021 15:14:30
20717,FHCR0000000Y,苏州塘,1,-1,29,0,,浙江省,,嘉兴南湖区,新兴街道,新兴街道,江苏省,,吴江市,平望镇,平望建成区,,,,,21/12/2021 15:14:30
20718,GABBA000000R,李溪,1,3,33,182,GABB0000000L,浙江省,,永康市,舟山镇,清源村,浙江省,,永康市,石柱镇,下里溪村,,,,,21/12/2021 15:14:30
20719,GAEDA000000R,石渎溪,1,3,18,91.9,GAED0000000L,,,,,,,,,,,,,,,21/12/2021 15:14:30
20720,FHBA1BF0000L,余英溪,1,3,45,325,FHBA1B00000M,浙江省,,德清县,筏头乡,大造坞村,浙江省,,德清县,洛舍镇,砂村村,,,,,21/12/2021 15:14:30
20721,GA53CA00000R,新桥江,1,2,16,63.7,GA53C000000L,,,,,,,,,,,,,,,21/12/2021 15:14:30
20722,GABB1B00000R,千央溪,1,3,21,74.9,GABB0000000L,,,,,,,,,,,,,,,21/12/2021 15:14:30
20723,FHCJGC00000P,袁花支河,1,-1,8.3,0,,,,,,,,,,,,,,,,21/12/2021 15:14:30
20724,GA2B0000000L,芝溪,1,1,66,337,GA000000000S,浙江省,,衢州衢江区,灰坪乡,西坞村,浙江省,,衢州衢江区,高家镇,坎高村,上方源、上方溪（衢州市衢江区高家镇篁墩村以上）,,,,21/12/2021 15:14:30
20725,FHCJ1G00000P,南永兴港,1,-1,14,0,,,,,,,,,,,,,,,,21/12/2021 15:14:30
20726,FHCFG000000P,贝家桥港,1,-1,2.6,0,,浙江省,,杭州西湖区,三墩镇,五幸村,浙江省,,杭州余杭区,良渚镇,杜甫村,,,,,21/12/2021 15:14:30
20727,GC1B3A00000L,黄坦坑,1,1,13,53.3,GC1B0000000S,,,,,,,,,,,,,,,21/12/2021 15:14:30
20728,FHCJH000000P,辛江塘,1,-1,22,0,,,,,,,,,,,,,,,,21/12/2021 15:14:30
20729,GADCC000000R,太阳溪,1,3,35,164,GADC0000000L,浙江省,,临安市,横路乡,大溪坞村,浙江省,,临安市,於潜镇,南山村,,,,,21/12/2021 15:14:30
20730,FHB1A2AA000P,姚家桥港,1,-1,12,0,,,,,,,,,,,,,,,,21/12/2021 15:14:30
20731,GC2A13A0000R,六都坑,1,1,20,50,GC2A0000000S,,,,,,,,,,,,,,,21/12/2021 15:14:30
20732,GA7AC1A0000P,徐家浦,1,-1,13,0,,,,,,,,,,,,,,,,21/12/2021 15:14:30
20733,FHCSL000000P,卫国河,1,-1,12,0,,浙江省,,平湖市,广陈镇,山塘村,浙江省,,平湖市,独山港镇,聚福村,,,,,21/12/2021 15:14:30
20734,FHCSAA00000P,枫泾塘,1,-1,7.2,0,,,,,,,,,,,,,,,,21/12/2021 15:14:30
20735,GA11D000000R,中村溪,1,1,33,139,GA000000000S,浙江省,,开化县,何田乡,柴家村,浙江省,,开化县,音坑乡,下淤村,察溪（开化县音坑乡高龙以上）,,,,21/12/2021 15:14:30
20736,GDDCAA00000R,小安溪,1,4,15,77.8,GDDCA000000L,,,,,,,,,,,,,,,21/12/2021 15:14:30
20737,GABBCA00000R,乌溪,1,4,22,117,GABBC000000L,浙江省,,武义县,俞源乡,王宅镇阳光村,浙江省,,武义县,王宅镇,汤处,,,,,21/12/2021 15:14:30
20738,GC1BD000000L,玉泉溪,1,1,41,274,GC1B0000000S,浙江省,,文成县,南田镇,十源乡高新村,浙江省,,瑞安市,高楼镇,小口村,,,,,21/12/2021 15:14:30
20739,GBA2A000000R,谢村源,1,2,28,85.3,GBA00000000L,,,,,,,,,,,,,,,21/12/2021 15:14:30
20740,FHCR1E00000P,新农港,1,-1,12,0,,,,,,,,,,,,,,,,21/12/2021 15:14:30
20741,GB4AB000000R,方山源,1,2,12,51.3,GB4A0000000R,,,,,,,,,,,,,,,21/12/2021 15:14:30
20742,GABABA00000L,东溪,1,4,17,52.3,GABAB000000L,,,,,,,,,,,,,,,21/12/2021 15:14:30
20743,GADAA000000L,颊口溪,1,3,29,117,GADA0000000R,安徽省,,绩溪县,伏岭镇,绩溪县清凉峰自然保护区二,浙江省,,临安市,清凉峰镇,颊口村,,,,,21/12/2021 15:14:30
20744,GAA5B000000L,航埠溪,1,2,19,56,GAA00000000R,,,,,,,,,,,"梅溪、柳家源、西湾源,岭头源(衢州市衢江区岭洋乡杨家铺以上)",,,,21/12/2021 15:14:30
20745,GC2BCEAB000P,外子贡河,1,-1,3.6,0,,,,,,,,,,,,,,,,21/12/2021 15:14:30
20746,GA12E000000L,虹桥溪,1,1,32,132,GA000000000S,浙江省,,常山县,宋畈乡,西坑村,浙江省,,常山县,青石镇,塘边村,,,,,21/12/2021 15:14:30
20747,GA6ACCA0000P,菖浦溇直江,1,-1,8.8,0,,,,,,,,,,,,,,,,21/12/2021 15:14:30
20748,GA6AH000000P,北塘河,1,-1,23,0,,浙江省,,杭州滨江区,长河街道,江三社区,浙江省,,杭州萧山区,坎山镇,东社村,,,,,21/12/2021 15:14:30
20749,FHCD1A00000P,菁山闸下河,1,-1,12,0,,,,,,,,,,,,茅山港,,,,21/12/2021 15:14:30
20750,GC2BBB00000P,甬新河,1,-1,37,0,,浙江省,,奉化市,西坞街道,高楼张村,浙江省,,宁波鄞州区,梅墟街道,徐家洼村,,,,,21/12/2021 15:14:30
20751,FHCJDB00000P,横塘港,1,-1,10,0,,,,,,,,,,,,,,,,21/12/2021 15:14:30
20752,GC1BA000000R,洪口溪,1,1,50,359,GC1B0000000S,浙江省,,泰顺县,碑排乡,碑排乡马联村,浙江省,,泰顺县,百丈镇,飞云湖,,,,,21/12/2021 15:14:30
20753,GA2AA000000L,庙前溪,1,2,13,50,GA2A0000000L,,,,,,,,,,,,,,,21/12/2021 15:14:30
20754,GAAA0000000L,碧龙溪,1,2,36,152,GAA00000000R,福建省,,浦城县,忠信镇,毛洋村,浙江省,,遂昌县,龙洋乡,龙洋村,,,,,21/12/2021 15:14:30
20755,GB4D0000000L,西溪,1,1,32,165,GB000000000S,浙江省,,永嘉县,巽宅镇,外宕村,浙江省,,永嘉县,桥下镇,埠头村,,,,,21/12/2021 15:14:30
20756,GB5AAAA0000P,阳桐河,1,-1,14,0,,,,,,,,,,,,,,,,21/12/2021 15:14:30
20757,GC2BCE2A000P,英雄河,1,-1,10,0,,,,,,,,,,,,,,,,21/12/2021 15:14:30
20758,GAB1A000000R,八达溪,1,2,37,174,GAB00000000R,浙江省,,磐安县,九和乡,自家庄村,浙江省,,东阳市,东阳江镇,横锦水库,,,,,21/12/2021 15:14:30
20759,GAA1A000000R,水塔溪,1,2,17,56.1,GAA00000000R,,,,,,,,,,,,,,,21/12/2021 15:14:30
20760,FHCRB000000P,大寨河,1,-1,5.1,0,,浙江省,,嘉善县,陶庄镇,分玉村,浙江省,,嘉善县,陶庄镇,汾南村,,,,,21/12/2021 15:14:30
20761,FHBA1AC0000R,浒溪,1,4,36,317,FHBA1A00000M,浙江省,,安吉县,天荒坪镇,大溪村,浙江省,,安吉县,递铺镇,雾山寺村,,,,,21/12/2021 15:14:30
20762,GAFGB000000L,长山溪,1,3,13,66,GAFG0000000L,,,,,,,,,,,,,,,21/12/2021 15:14:30
20763,GC2BC0GAAABK,虞北河,1,-1,15,0,,,,,,,,,,,,,,,,21/12/2021 15:14:30
20764,GABBG000000L,梅溪,1,3,53,265,GABB0000000L,浙江省,,金华婺城区,箬阳乡,大应,浙江省,,金华婺城区,雅畈镇,金桑园村,,,,,21/12/2021 15:14:30
20765,GC2AB8A0000R,居溪,1,2,15,50.7,GC2AB000000L,,,,,,,,,,,,,,,21/12/2021 15:14:30
20766,GA6ADB00000P,三滩江,1,-1,3.2,0,,,,,,,,,,,,,,,,21/12/2021 15:14:30
20767,GC2BC0GAB00K,临海大浦,1,-1,5.6,0,,浙江省,,余姚市,临山镇,临城村,浙江省,,余姚市,,杭州湾,,,,,21/12/2021 15:14:30
20768,FHCL0000000Y,大水桥港,1,-1,3.7,0,,浙江省,,桐乡市,乌镇镇,虹桥村,浙江省,,桐乡市,乌镇镇,分水墩村,,,,,21/12/2021 15:14:30
20769,GA6AJC00000P,生产湾河,1,-1,11,0,,浙江省,,杭州萧山区,瓜沥镇,明朗村,浙江省,,杭州萧山区,义蓬街道,义盛村,,,,,21/12/2021 15:14:30
20770,GAA5C000000L,社后边溪,1,2,16,59.8,GAA00000000R,,,,,,,,,,,阴源溪（衢州市衢江区湖南镇华家柴猪坪脚以上）,,,,21/12/2021 15:14:30
20771,GBDCA000000L,黄坦溪,1,3,37,142,GBDC0000000R,浙江省,,缙云县,大洋镇,前村村,浙江省,,永嘉县,巽宅镇,麻埠村,金溪,,,,21/12/2021 15:14:30
20772,GC1BBA00000R,高岭头溪,1,2,30,73.8,GC1BB000000L,,,,,,,,,,,,,,,21/12/2021 15:14:30
20773,GAFC0000000R,新昌江,1,2,66,539,GAF00000000R,浙江省,,天台县,石梁镇,岭后村,浙江省,,嵊州市,鹿山街道,小砩村,茅洋江（长诏水库坝址断面以上）、慈圣溪(天台县境内),,,,21/12/2021 15:14:30
20774,FHCED000000P,柴家坝港,1,-1,3.9,0,,浙江省,,杭州余杭区,良渚镇,杜甫村,浙江省,,杭州余杭区,良渚镇,勾庄村,,,,,21/12/2021 15:14:30
20775,GC2A1F00000L,北岙坑,1,1,40,193,GC2A0000000S,浙江省,,磐安县,盘峰乡,大岭脚村,浙江省,,仙居县,官路镇,官路桥村,溪炉港（磐安境内）,,,,21/12/2021 15:14:30
20776,GAF1A000000L,灵溪,1,2,12,52.4,GAF00000000R,,,,,,,,,,,,,,,21/12/2021 15:14:30
20777,GA5BB000000R,中余溪,1,2,17,57.9,GA5B0000000R,,,,,,,,,,,,,,,21/12/2021 15:14:30
20778,GC225B00000S,中堡溪,1,0,31,212,,浙江省,,宁海县,胡陈乡,沙地下,浙江省,,宁海县,力洋镇,力洋镇海涂,,,,,21/12/2021 15:14:30
20779,FHBA1ADA000R,西亩溪,1,5,14,61.6,FHBA1AD0000L,,,,,,,,,,,,,,,21/12/2021 15:14:30
20780,GAF7A000000L,范洋江,1,2,27,95.8,GAF00000000R,,,,,,,,,,,,,,,21/12/2021 15:14:30
20781,GB21A000000L,新治河,1,1,23,131,GB000000000S,浙江省,,丽水莲都区,高溪乡,龙潭村,浙江省,,丽水莲都区,联城镇,港口村,,,,,21/12/2021 15:14:30
20782,GAC4DA00000R,六都源,1,3,29,128,GAC4D000000L,浙江省,,淳安县,威坪镇,河村村,浙江省,,淳安县,威坪镇,驮岭脚村,,,,,21/12/2021 15:14:30
20783,GC2ABC00000L,峇溪,1,2,18,58.4,GC2AB000000L,,,,,,,,,,,,,,,21/12/2021 15:14:30
20784,FG1DA1A0000R,廿八都溪,1,4,16,73.9,FG1DA000000L,,,,,,,,,,,,,,,21/12/2021 15:14:30
20785,GA6ACC00000Y,杭甬运河,1,-1,94,0,,浙江省,,杭州萧山区,义桥镇,新坝村,浙江省,,上虞市,曹娥街道,光明村,,,,,21/12/2021 15:14:30
20786,GE2CAC00000L,横溪,1,2,20,53.5,GE2CA000000R,,,,,,,,,,,,,,,21/12/2021 15:14:30
20787,FHCFJ000000P,女儿桥港,1,-1,3.9,0,,浙江省,,杭州西湖区,三墩镇,三墩镇,浙江省,,杭州西湖区,三墩镇,五幸村,,,,,21/12/2021 15:14:30
20788,GC21AAAC000P,东官河,1,-1,14,0,,浙江省,,台州黄岩区,西城街道,宁场经联社,浙江省,,台州椒江区,葭沚街道,金洋村,,,,,21/12/2021 15:14:30
20789,GC2ADE00000R,西江,1,2,24,164,GC2AD000000R,浙江省,,台州黄岩区,茅畲乡,山卡村,浙江省,,台州黄岩区,西城街道,后洋村,,,,,21/12/2021 15:14:30
20790,GE2CC1A0000R,赤溪,1,2,21,53.2,GE2CC000000R,,,,,,,,,,,,,,,21/12/2021 15:14:30
20791,FHCGA000000P,闲林港,1,-1,8,0,,浙江省,,杭州余杭区,仓前镇,灵源村,浙江省,,杭州余杭区,闲林镇,联荣村,,,,,21/12/2021 15:14:30
20792,GC2BCCCB000P,西江,1,-1,10,0,,,,,,,,,,,,,,,,21/12/2021 15:14:30
20793,GAD5A000000L,保安溪,1,2,17,79.2,GAD00000000L,,,,,,,,,,,,,,,21/12/2021 15:14:30
20794,GB3B0000000R,祯埠源,1,1,37,226,GB000000000S,浙江省,,青田县,章村乡,竹章村,浙江省,,青田县,祯埠乡,祯埠村,祯埠港,,,,21/12/2021 15:14:30
20795,FHCTC000000P,古荡河,1,-1,11,0,,浙江省,,海盐县,于城镇,三联村,浙江省,,海盐县,武原街道,明珠村,,,,,21/12/2021 15:14:30
20796,GC2ABB00000L,雷马溪,1,2,19,63.9,GC2AB000000L,,,,,,,,,,,,,,,21/12/2021 15:14:30
20797,GA5B0000000R,壶源江,1,1,104,774,GA000000000S,浙江省,,浦江县,花桥乡,高塘村,浙江省,,富阳市,新桐乡,程浦村,青江（场口镇以下）,,,,21/12/2021 15:14:30
20798,GA2E0000000R,厚大溪,1,1,55,330,GA000000000S,浙江省,,金华婺城区,塔石乡,大茗,浙江省,,金华婺城区,罗埠镇,董家,,,,,21/12/2021 15:14:30
20799,FG1D1BA0000R,下镇水,1,4,21,85.8,FG1D1B00000L,,,,,,,,,,,新塘边溪（江山市新塘边镇东库以上）,,,,21/12/2021 15:14:30
20800,GC1BAA00000R,洪溪,1,2,24,84.1,GC1BA000000R,,,,,,,,,,,,,,,21/12/2021 15:14:30
20801,FHCKC000000P,盐官下河,1,-1,24,0,,浙江省,,德清县,乾元镇,乾元镇集镇,浙江省,,桐乡市,洲泉镇,众安村,徐德线,,,,21/12/2021 15:14:30
20802,GC2AA000000R,朱溪,1,1,49,380,GC2A0000000S,浙江省,,仙居县,上张乡,方山村,浙江省,,仙居县,下各镇,下张村,朱溪港(仙居县境内),,,,21/12/2021 15:14:30
20803,GC226C1A000M,岩河,1,0,22,100,,浙江省,,宁波北仑区,大碶街道,共同村,浙江省,,宁波北仑区,新碶街道,北仑电厂,,,,,21/12/2021 15:14:30
20804,GC2B1A00000R,县江,1,1,70,439,GC2B0000000S,浙江省,,奉化市,大堰镇,大公岙村,浙江省,,奉化市,江口街道,胡家渡村,,,,,21/12/2021 15:14:30
20805,FHCJD000000P,含山港,1,-1,13,0,,浙江省,,桐乡市,洲泉镇,道村村,浙江省,,杭州余杭区,运河镇,博陆村,,,,,21/12/2021 15:14:30
20806,FG1DA000000L,丰溪河,1,3,118,2259,FG1D0000000E,福建省,,浦城县,官路乡,王村村,江西省,,上饶信州区,茅家岭街道,建成区,广丰水、永丰溪，盘亭溪（福建境内）,,,,21/12/2021 15:14:30
20807,GACFA000000R,樟村溪,1,3,27,103,GACF0000000R,安徽省,,休宁县,璜尖乡,璜尖村,浙江省,,淳安县,中洲镇,双许村,璜尖河（安徽境内），又名洄溪,,,,21/12/2021 15:14:30
20808,GC21AAAD000P,永宁河,1,-1,15,0,,浙江省,,台州椒江区,葭沚街道,富强村,浙江省,,台州路桥区,路南街道,新路村,,,,,21/12/2021 15:14:30
20809,GACGA000000L,劳村溪,1,3,21,88.1,GACG0000000R,,,,,,,,,,,,,,,21/12/2021 15:14:30
20810,GAC7D000000L,清平源,1,2,42,193,GAC00000000L,浙江省,,淳安县,富文乡,六联村,浙江省,,淳安县,富文乡,富文村,,,,,21/12/2021 15:14:30
20811,FHCHA000000P,白石港,1,-1,6.3,0,,浙江省,,杭州江干区,笕桥镇,水墩村,浙江省,,杭州江干区,彭埠镇,六堡村,,,,,21/12/2021 15:14:30
20812,GAB2C000000R,航慈溪,1,2,29,131,GAB00000000R,浙江省,,义乌市,上溪镇,马岭村,浙江省,,金华金东区,孝顺镇,月潭,,,,,21/12/2021 15:14:30
20813,GAD2A000000L,黄干溪,1,2,18,76.1,GAD00000000L,,,,,,,,,,,,,,,21/12/2021 15:14:30
20814,GB17C000000R,麻垟溪,1,1,15,61.4,GB000000000S,,,,,,,,,,,,,,,21/12/2021 15:14:30
20815,GA11B000000R,何田溪,1,1,33,147,GA000000000S,浙江省,,开化县,何田乡,方心村,浙江省,,开化县,马金镇,忻岸村,,,,,21/12/2021 15:14:30
20816,FHCKE000000P,东塘港,1,-1,8.8,0,,浙江省,,杭州余杭区,仁和镇,奉口村,浙江省,,杭州余杭区,仁和镇,新桥村,,,,,21/12/2021 15:14:30
20817,GA12DA00000R,龙潭溪,1,2,21,88.6,GA12D000000R,,,,,,,,,,,,,,,21/12/2021 15:14:30
20818,GAE5A000000L,筏坂渠道,1,2,13,55.2,GAE00000000R,,,,,,,,,,,,,,,21/12/2021 15:14:30
20819,GABAC000000L,横溪,1,3,21,54.8,GABA0000000L,,,,,,,,,,,,,,,21/12/2021 15:14:30
20820,GC2BAD00000R,西塘河,1,2,21,98.5,GC2BA000000L,,,,,,,,,,,,,,,21/12/2021 15:14:30
20821,GA1C1A00000R,梅溪,1,2,19,50.8,GA1C0000000R,,,,,,,,,,,,,,,21/12/2021 15:14:30
20822,GA1AA000000R,张湾溪,1,2,28,112,GA1A0000000R,浙江省,,开化县,张湾乡,塘林村,浙江省,,开化县,池淮镇,航头村,油溪（开化县下童家以上）,,,,21/12/2021 15:14:30
20823,GC2B1BA0000L,小皎溪,1,2,25,91,GC2B1B00000L,,,,,,,,,,,,,,,21/12/2021 15:14:30
